ID,Start time,Completion time,Email,Name,Last modified time,Yaşınız,Cinsiyet,Eğitim Durumunuz,Aylık Ortalama Gelir Düzeyiniz,Güncel Çalışma Durumunuz,Şans oyunlarını ne sıklıkla oynarsınız?,"Oynadığınız oyunlarda ne sıklıkla kazanç yakalarsınız?
","Bugüne kadarki şans oyunu deneyiminizi düşündüğünüzde, genel maddi durumunuz nedir?","Şans oyunlarından (son 6-12 ay içerisindeki) tahmini toplam kazanç miktarınız hangi aralıktadır?
","Şans oyunlarından kazanç elde ettiğinizde, bu parayı genellikle nasıl değerlendirirsiniz?",En sık hangi tür oyunları tercih ediyorsunuz ?,Kaç yıldır şans oyunları/kumar ile ilgileniyorsunuz ?,Şans oyunlarında kazanmam büyük ölçüde şansa bağlıdır.,Doğru strateji kurarsam şans oyunlarında kazanma ihtimalim artar.,Kazandığımda bunun nedeni genellikle doğru hamleler yapmamdır. ,Yakın çevremde (arkadaş/aile) şans oyunlarından düzenli kazanan kişiler vardır.,Para kazanmak için uzun saatler çalışmak gerekir. ,Hayatta başarı ancak sabırlı ve disiplinli çalışmayla elde edilir.,Emek harcanmadan kazanılan paranın benim gözümde değeri düşüktür. ,"Çalışmadan elde edilen hızlı kazançlar (piyango vb.), insanın çalışma disiplinini bozar."," Bir işi başarmak için harcanan zaman ve ter, sonucun kendisinden daha değerlidir."
65,1/10/26 20:22:45,1/10/26 20:24:32,anonymous,,,30,Erkek,Lisans,0 - 23.000 TL,Sadece Öğrenciyim,Ayda 1'den az / Çok nadir,Oynadığımda neredeyse hiç kazanmam (%0-10),Zarardayım (Kaybettiğim miktar daha fazla),0 - 1.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Klasik Şans Oyunları (Milli Piyango, Sayısal Loto, Kazı Kazan)",1 yıldan az,1,1,1,3,5,2,2,4,1
66,1/10/26 20:23:45,1/10/26 20:26:10,anonymous,,,19,Erkek,Lisans,0 - 23.000 TL,Sadece Öğrenciyim,Ayda 1'den az / Çok nadir,Sık kazanırım (Genelde boş geçmem),"Kârdayım (Kazandığım miktar, kaybettiğimden fazla)",0 - 1.000 TL,Biriktiririm / Yatırım yaparım,"Klasik Şans Oyunları (Milli Piyango, Sayısal Loto, Kazı Kazan)",5 yıldan fazla,5,2,1,1,1,5,1,4,1
67,1/10/26 20:25:16,1/10/26 20:28:54,anonymous,,,21,Erkek,Lisans,35.001 - 60.000 TL,Sadece Öğrenciyim,Haftada birkaç kez,Sık kazanırım (Genelde boş geçmem),"Kârdayım (Kazandığım miktar, kaybettiğimden fazla)",30.000 TL üzeri,Biriktiririm / Yatırım yaparım,"Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",5 yıldan fazla,1,5,5,1,5,5,1,1,3
68,1/10/26 20:48:06,1/10/26 20:49:50,anonymous,,,25,Erkek,Lisans,35.001 - 60.000 TL,Tam Zamanlı Çalışıyorum,Haftada birkaç kez,Ara sıra kazanırım (Yarı yarıya diyebilirim),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),30.000 TL üzeri,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",1 - 3 yıl,3,5,5,2,5,5,5,5,5
69,1/10/26 21:09:21,1/10/26 21:11:33,anonymous,,,25,Erkek,Lisans,35.001 - 60.000 TL,Tam Zamanlı Çalışıyorum,Ayda 1'den az / Çok nadir,Neredeyse her oynadığımda kazanırım,"Kârdayım (Kazandığım miktar, kaybettiğimden fazla)",30.000 TL üzeri,Biriktiririm / Yatırım yaparım,"Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",5 yıldan fazla,1,2,2,1,3,1,1,5,2
70,1/10/26 21:12:13,1/10/26 21:21:42,anonymous,,,24,Erkek,Lisans,0 - 23.000 TL,Sadece Öğrenciyim,Ayda 1'den az / Çok nadir,Nadiren kazanırım (%20-30),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),1.001 - 5.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",5 yıldan fazla,5,5,5,5,5,1,1,5,1
71,1/10/26 21:20:12,1/10/26 21:22:02,anonymous,,,20,Erkek,Lisans,23.001 - 35.000 TL,Sadece Öğrenciyim,Ayda 1-3 kez,Nadiren kazanırım (%20-30),Zarardayım (Kaybettiğim miktar daha fazla),5.001 - 15.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",1 - 3 yıl,5,1,1,1,3,5,5,5,5
72,1/10/26 21:48:12,1/10/26 21:50:14,anonymous,,,24,Erkek,Lisans,0 - 23.000 TL,Tam Zamanlı Çalışıyorum,Ayda 1'den az / Çok nadir,Nadiren kazanırım (%20-30),Zarardayım (Kaybettiğim miktar daha fazla),0 - 1.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",5 yıldan fazla,5,3,2,1,5,5,5,5,5
73,1/10/26 22:12:27,1/10/26 22:14:08,anonymous,,,20,Kadın,Lisans,35.001 - 60.000 TL,Hem Çalışıyor Hem Okuyorum,Ayda 1-3 kez,Sık kazanırım (Genelde boş geçmem),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),5.001 - 15.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",1 yıldan az,2,3,2,2,4,2,3,2,3
74,1/10/26 23:08:21,1/10/26 23:10:10,anonymous,,,22,Erkek,Lisans,0 - 23.000 TL,Sadece Öğrenciyim,Her gün,Sık kazanırım (Genelde boş geçmem),"Kârdayım (Kazandığım miktar, kaybettiğimden fazla)",15.001 - 30.000 TL,"Temel ihtiyaçlarım (kira, fatura, market) için kullanırım","Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",5 yıldan fazla,2,5,4,4,1,4,1,1,3
75,1/11/26 0:47:11,1/11/26 0:49:01,anonymous,,,23,Erkek,Lisans,0 - 23.000 TL,Hem Çalışıyor Hem Okuyorum,Haftada birkaç kez,Nadiren kazanırım (%20-30),Zarardayım (Kaybettiğim miktar daha fazla),30.000 TL üzeri,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",5 yıldan fazla,5,2,5,3,5,5,2,5,5
76,1/11/26 1:56:37,1/11/26 1:58:36,anonymous,,,21,Erkek,Lisans,0 - 23.000 TL,Hem Çalışıyor Hem Okuyorum,Ayda 1'den az / Çok nadir,Nadiren kazanırım (%20-30),Zarardayım (Kaybettiğim miktar daha fazla),0 - 1.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Klasik Şans Oyunları (Milli Piyango, Sayısal Loto, Kazı Kazan)",1 - 3 yıl,5,3,3,1,3,3,4,3,4
77,1/11/26 12:47:26,1/11/26 12:48:45,anonymous,,,18,Erkek,Lisans,60.001 - 100.000 TL,Hem Çalışıyor Hem Okuyorum,Ayda 1'den az / Çok nadir,Oynadığımda neredeyse hiç kazanmam (%0-10),Zarardayım (Kaybettiğim miktar daha fazla),0 - 1.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",3- 5 yıl,5,3,3,4,5,5,3,5,3
78,1/11/26 14:06:49,1/11/26 14:17:07,anonymous,,,24,Erkek,Lisans,23.001 - 35.000 TL,Hem Çalışıyor Hem Okuyorum,Haftada birkaç kez,Ara sıra kazanırım (Yarı yarıya diyebilirim),Zarardayım (Kaybettiğim miktar daha fazla),15.001 - 30.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",3- 5 yıl,4,4,4,4,5,3,5,5,5
79,1/11/26 14:50:42,1/11/26 14:52:44,anonymous,,,25,Erkek,Lisans,100.000 TL üzeri,Hem Çalışıyor Hem Okuyorum,Ayda 1'den az / Çok nadir,Ara sıra kazanırım (Yarı yarıya diyebilirim),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),30.000 TL üzeri,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",3- 5 yıl,5,1,1,2,5,5,5,3,5
80,1/11/26 16:57:02,1/11/26 17:02:07,anonymous,,,23,Erkek,Lisans,0 - 23.000 TL,Sadece Öğrenciyim,Ayda 1'den az / Çok nadir,Nadiren kazanırım (%20-30),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),0 - 1.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",1 - 3 yıl,3,3,3,1,5,5,5,5,4
81,1/11/26 18:13:01,1/11/26 18:13:53,anonymous,,,22,Kadın,Lisansüstü (Yüksek Lisans/Doktora) ,100.000 TL üzeri,İşsizim,Haftada birkaç kez,Oynadığımda neredeyse hiç kazanmam (%0-10),Zarardayım (Kaybettiğim miktar daha fazla),30.000 TL üzeri,Biriktiririm / Yatırım yaparım,"Klasik Şans Oyunları (Milli Piyango, Sayısal Loto, Kazı Kazan)",5 yıldan fazla,5,5,5,5,5,5,1,5,1
82,1/11/26 18:41:08,1/11/26 18:43:54,anonymous,,,22,Erkek,Ön Lisans (MYO),60.001 - 100.000 TL,Tam Zamanlı Çalışıyorum,Ayda 1'den az / Çok nadir,Oynadığımda neredeyse hiç kazanmam (%0-10),Zarardayım (Kaybettiğim miktar daha fazla),0 - 1.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",1 yıldan az,5,5,5,5,3,1,1,1,5
83,1/11/26 18:45:08,1/11/26 18:46:18,anonymous,,,27,Erkek,Lisans,100.000 TL üzeri,Tam Zamanlı Çalışıyorum,Ayda 1'den az / Çok nadir,Nadiren kazanırım (%20-30),"Kârdayım (Kazandığım miktar, kaybettiğimden fazla)",0 - 1.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",1 yıldan az,5,3,5,5,1,5,5,5,5
84,1/11/26 18:53:11,1/11/26 18:55:25,anonymous,,,24,Kadın,Lisans,23.001 - 35.000 TL,Sadece Öğrenciyim,Ayda 1'den az / Çok nadir,Oynadığımda neredeyse hiç kazanmam (%0-10),Zarardayım (Kaybettiğim miktar daha fazla),0 - 1.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Klasik Şans Oyunları (Milli Piyango, Sayısal Loto, Kazı Kazan)",1 yıldan az,5,1,1,1,1,1,5,5,1
85,1/11/26 18:56:31,1/11/26 18:57:37,anonymous,,,17,Erkek,Lise,0 - 23.000 TL,Hem Çalışıyor Hem Okuyorum,Haftada birkaç kez,Nadiren kazanırım (%20-30),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),5.001 - 15.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",3- 5 yıl,3,3,2,3,3,2,5,1,5
86,1/11/26 19:03:31,1/11/26 19:06:30,anonymous,,,23,Kadın,Lisans,0 - 23.000 TL,Sadece Öğrenciyim,Ayda 1'den az / Çok nadir,Oynadığımda neredeyse hiç kazanmam (%0-10),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),0 - 1.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Klasik Şans Oyunları (Milli Piyango, Sayısal Loto, Kazı Kazan)",1 yıldan az,4,4,4,1,4,4,5,5,5
87,1/11/26 19:05:04,1/11/26 19:07:23,anonymous,,,21,Erkek,Ön Lisans (MYO),23.001 - 35.000 TL,Hem Çalışıyor Hem Okuyorum,Ayda 1'den az / Çok nadir,Oynadığımda neredeyse hiç kazanmam (%0-10),Zarardayım (Kaybettiğim miktar daha fazla),0 - 1.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",1 yıldan az,5,1,2,1,3,5,5,5,5
88,1/11/26 19:10:43,1/11/26 19:11:42,anonymous,,,24,Erkek,Lisans,35.001 - 60.000 TL,Hem Çalışıyor Hem Okuyorum,Haftada birkaç kez,Nadiren kazanırım (%20-30),"Kârdayım (Kazandığım miktar, kaybettiğimden fazla)",5.001 - 15.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",1 - 3 yıl,5,3,1,3,5,5,1,3,3
89,1/11/26 19:12:47,1/11/26 19:14:20,anonymous,,,22,Erkek,Lisans,35.001 - 60.000 TL,Sadece Öğrenciyim,Haftada birkaç kez,Ara sıra kazanırım (Yarı yarıya diyebilirim),Zarardayım (Kaybettiğim miktar daha fazla),30.000 TL üzeri,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",1 - 3 yıl,4,4,4,5,4,5,5,5,5
90,1/11/26 19:10:30,1/11/26 19:15:42,anonymous,,,19,Erkek,Lisans,0 - 23.000 TL,Sadece Öğrenciyim,Ayda 1'den az / Çok nadir,Sık kazanırım (Genelde boş geçmem),"Kârdayım (Kazandığım miktar, kaybettiğimden fazla)",0 - 1.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",1 yıldan az,2,4,4,3,4,5,5,5,1
91,1/11/26 19:14:35,1/11/26 19:16:43,anonymous,,,27,Erkek,Ön Lisans (MYO),23.001 - 35.000 TL,Tam Zamanlı Çalışıyorum,Ayda 1'den az / Çok nadir,Ara sıra kazanırım (Yarı yarıya diyebilirim),"Kârdayım (Kazandığım miktar, kaybettiğimden fazla)",0 - 1.000 TL,"Temel ihtiyaçlarım (kira, fatura, market) için kullanırım","Klasik Şans Oyunları (Milli Piyango, Sayısal Loto, Kazı Kazan)",1 yıldan az,5,1,3,2,3,5,3,5,3
92,1/11/26 19:16:36,1/11/26 19:17:57,anonymous,,,25,Erkek,Lisans,35.001 - 60.000 TL,Tam Zamanlı Çalışıyorum,Ayda 1'den az / Çok nadir,Nadiren kazanırım (%20-30),Zarardayım (Kaybettiğim miktar daha fazla),0 - 1.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",5 yıldan fazla,2,4,3,4,5,5,4,4,5
93,1/11/26 19:20:43,1/11/26 19:22:24,anonymous,,,23,Erkek,Lisans,0 - 23.000 TL,Sadece Öğrenciyim,Ayda 1'den az / Çok nadir,Oynadığımda neredeyse hiç kazanmam (%0-10),Zarardayım (Kaybettiğim miktar daha fazla),0 - 1.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",1 yıldan az,5,5,5,5,3,3,2,3,3
94,1/11/26 19:45:38,1/11/26 19:49:25,anonymous,,,21,Erkek,Lise,23.001 - 35.000 TL,İşsizim,Ayda 1'den az / Çok nadir,Ara sıra kazanırım (Yarı yarıya diyebilirim),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),0 - 1.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Klasik Şans Oyunları (Milli Piyango, Sayısal Loto, Kazı Kazan)",1 yıldan az,1,5,1,5,5,1,5,5,5
95,1/11/26 19:55:29,1/11/26 19:57:46,anonymous,,,23,Erkek,Ön Lisans (MYO),23.001 - 35.000 TL,İşsizim,Ayda 1'den az / Çok nadir,Nadiren kazanırım (%20-30),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),0 - 1.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",1 yıldan az,5,1,1,1,5,5,5,5,5
96,1/11/26 20:09:26,1/11/26 20:13:10,anonymous,,,24,Erkek,Lisans,0 - 23.000 TL,Sadece Öğrenciyim,Ayda 1'den az / Çok nadir,Neredeyse her oynadığımda kazanırım,"Kârdayım (Kazandığım miktar, kaybettiğimden fazla)",0 - 1.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",1 yıldan az,3,4,4,4,2,3,4,3,4
97,1/11/26 20:24:10,1/11/26 20:26:06,anonymous,,,18,Erkek,Lise,0 - 23.000 TL,Hem Çalışıyor Hem Okuyorum,Ayda 1'den az / Çok nadir,Neredeyse her oynadığımda kazanırım,Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),0 - 1.000 TL,"Temel ihtiyaçlarım (kira, fatura, market) için kullanırım","Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",1 yıldan az,5,3,5,5,2,5,3,5,5
98,1/11/26 20:54:27,1/11/26 20:56:32,anonymous,,,24,Erkek,Lise,23.001 - 35.000 TL,Tam Zamanlı Çalışıyorum,Ayda 1'den az / Çok nadir,Oynadığımda neredeyse hiç kazanmam (%0-10),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),0 - 1.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",1 yıldan az,3,3,3,4,2,5,3,5,5
99,1/11/26 22:21:22,1/11/26 22:25:40,anonymous,,,25,Erkek,Lisans,60.001 - 100.000 TL,Tam Zamanlı Çalışıyorum,Ayda 1-3 kez,Nadiren kazanırım (%20-30),Zarardayım (Kaybettiğim miktar daha fazla),0 - 1.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",1 - 3 yıl,4,2,3,1,2,5,5,5,4
100,1/11/26 22:45:47,1/11/26 22:46:47,anonymous,,,30,Erkek,Lisansüstü (Yüksek Lisans/Doktora) ,100.000 TL üzeri,Tam Zamanlı Çalışıyorum,Ayda 1'den az / Çok nadir,Nadiren kazanırım (%20-30),Zarardayım (Kaybettiğim miktar daha fazla),1.001 - 5.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",3- 5 yıl,3,3,3,3,3,3,3,3,3
101,1/11/26 22:43:25,1/11/26 22:55:47,anonymous,,,18,Erkek,Lise,0 - 23.000 TL,Sadece Öğrenciyim,Ayda 1-3 kez,Ara sıra kazanırım (Yarı yarıya diyebilirim),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),15.001 - 30.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",1 - 3 yıl,3,5,5,1,5,5,5,5,5
102,1/11/26 22:57:08,1/11/26 22:58:37,anonymous,,,18,Erkek,Lise,0 - 23.000 TL,Sadece Öğrenciyim,Ayda 1'den az / Çok nadir,Nadiren kazanırım (%20-30),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),1.001 - 5.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",1 yıldan az,1,1,1,1,1,1,1,1,1
103,1/11/26 22:59:25,1/11/26 23:00:10,anonymous,,,18,Erkek,Ön Lisans (MYO),0 - 23.000 TL,Sadece Öğrenciyim,Ayda 1-3 kez,Nadiren kazanırım (%20-30),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),5.001 - 15.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",1 - 3 yıl,3,3,2,4,2,2,5,2,3
104,1/11/26 23:41:38,1/11/26 23:42:47,anonymous,,,30,Kadın,Lisans,60.001 - 100.000 TL,Tam Zamanlı Çalışıyorum,Haftada 1 kez,Ara sıra kazanırım (Yarı yarıya diyebilirim),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),5.001 - 15.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",3- 5 yıl,5,4,3,2,3,3,3,3,3
105,1/11/26 23:42:49,1/11/26 23:43:53,anonymous,,,29,Erkek,Lise,35.001 - 60.000 TL,Tam Zamanlı Çalışıyorum,Ayda 1-3 kez,Nadiren kazanırım (%20-30),"Kârdayım (Kazandığım miktar, kaybettiğimden fazla)",0 - 1.000 TL,"Temel ihtiyaçlarım (kira, fatura, market) için kullanırım","Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",1 - 3 yıl,4,4,4,3,5,3,1,1,3
106,1/11/26 23:43:57,1/11/26 23:45:03,anonymous,,,19,Erkek,Lise,23.001 - 35.000 TL,Sadece Öğrenciyim,Ayda 1-3 kez,Ara sıra kazanırım (Yarı yarıya diyebilirim),Zarardayım (Kaybettiğim miktar daha fazla),0 - 1.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",1 yıldan az,5,5,5,5,1,1,1,3,2
107,1/11/26 23:45:06,1/11/26 23:46:20,anonymous,,,35,Erkek,Lisans,60.001 - 100.000 TL,Tam Zamanlı Çalışıyorum,Haftada birkaç kez,Neredeyse her oynadığımda kazanırım,"Kârdayım (Kazandığım miktar, kaybettiğimden fazla)",1.001 - 5.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",1 - 3 yıl,2,5,5,3,3,3,2,3,3
108,1/11/26 23:46:22,1/11/26 23:47:54,anonymous,,,24,Kadın,Ön Lisans (MYO),35.001 - 60.000 TL,Tam Zamanlı Çalışıyorum,Haftada 1 kez,Sık kazanırım (Genelde boş geçmem),"Kârdayım (Kazandığım miktar, kaybettiğimden fazla)",1.001 - 5.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Yeni Nesil Hızlı Oyunlar (Aviator, Zeppelin, Spaceman vb.)",1 - 3 yıl,1,4,4,5,2,2,1,1,2
109,1/11/26 23:47:56,1/11/26 23:48:59,anonymous,,,21,Erkek,Lisans,23.001 - 35.000 TL,Sadece Öğrenciyim,Haftada 1 kez,Nadiren kazanırım (%20-30),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),0 - 1.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",1 - 3 yıl,4,2,2,2,3,3,2,3,3
110,1/11/26 23:49:03,1/11/26 23:50:04,anonymous,,,40,Erkek,Lisans,100.000 TL üzeri,Tam Zamanlı Çalışıyorum,Ayda 1'den az / Çok nadir,Oynadığımda neredeyse hiç kazanmam (%0-10),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),0 - 1.000 TL,Doğrudan tekrar şans oyunlarına/bahise yatırırım,"Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",1 - 3 yıl,5,1,1,2,4,5,5,5,5
111,1/11/26 23:50:06,1/11/26 23:50:57,anonymous,,,26,Kadın,Lisans,35.001 - 60.000 TL,Tam Zamanlı Çalışıyorum,Haftada 1 kez,Ara sıra kazanırım (Yarı yarıya diyebilirim),Zarardayım (Kaybettiğim miktar daha fazla),0 - 1.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",3- 5 yıl,4,2,2,3,3,4,4,4,4
112,1/11/26 23:50:59,1/11/26 23:52:16,anonymous,,,24,Erkek,Lisans,23.001 - 35.000 TL,Sadece Öğrenciyim,Haftada 1 kez,Nadiren kazanırım (%20-30),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),5.001 - 15.000 TL,"Temel ihtiyaçlarım (kira, fatura, market) için kullanırım","Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",3- 5 yıl,3,4,4,3,3,3,3,3,3
113,1/11/26 23:52:19,1/11/26 23:53:10,anonymous,,,22,Erkek,Lisans,0 - 23.000 TL,Sadece Öğrenciyim,Ayda 1'den az / Çok nadir,Nadiren kazanırım (%20-30),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),0 - 1.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Klasik Şans Oyunları (Milli Piyango, Sayısal Loto, Kazı Kazan)",1 yıldan az,5,1,1,3,4,4,4,4,4
114,1/11/26 23:53:21,1/11/26 23:54:12,anonymous,,,25,Kadın,Lisans,23.001 - 35.000 TL,Sadece Öğrenciyim,Ayda 1'den az / Çok nadir,Oynadığımda neredeyse hiç kazanmam (%0-10),Zarardayım (Kaybettiğim miktar daha fazla),0 - 1.000 TL,"Keyfi harcamalar (yemek, eğlence, giyim vb.) için kullanırım","Online Casino ve Şans Oyunları (Slot Oyunları (Sweet Bonanza, Big Bass vb.), Rulet, Poker, Blackjack vb.)",1 yıldan az,4,2,2,2,3,4,4,4,4
115,1/11/26 23:54:14,1/11/26 23:55:56,anonymous,,,26,Kadın,Ön Lisans (MYO),23.001 - 35.000 TL,Tam Zamanlı Çalışıyorum,Ayda 1-3 kez,Nadiren kazanırım (%20-30),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),0 - 1.000 TL,"Temel ihtiyaçlarım (kira, fatura, market) için kullanırım","Klasik Şans Oyunları (Milli Piyango, Sayısal Loto, Kazı Kazan)",3- 5 yıl,5,2,2,3,4,5,5,5,5
116,1/11/26 23:55:58,1/11/26 23:56:45,anonymous,,,24,Erkek,Lisans,23.001 - 35.000 TL,Hem Çalışıyor Hem Okuyorum,Haftada birkaç kez,Ara sıra kazanırım (Yarı yarıya diyebilirim),Başa baş noktasındayım (Kazandığım ve kaybettiğim eşit gibi),1.001 - 5.000 TL,"Temel ihtiyaçlarım (kira, fatura, market) için kullanırım","Spor Bahisleri (İddaa, Maç sonucu, Canlı bahis vb.)",1 - 3 yıl,5,1,1,2,4,4,4,4,4
